product_title,rating,transaction_id,date,channel,region,customer_id,quantity,price,revenue
Thirst,Five,4781,2019-08-03,Store,US,33886,2,19.529758097629916,39.05951619525983
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Two,4782,2023-12-12,Mobile,Asia,34050,1,55.38763784529385,55.38763784529385
Black Dust,Five,4783,2025-02-07,Mobile,Europe,49155,2,39.631483699384106,79.26296739876821
Mesaerion: The Best Science Fiction Stories 1800-1849,One,4784,2025-08-01,Store,US,43976,5,32.50972137100329,162.54860685501643
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,4785,2022-04-24,Store,Europe,44215,3,14.486154825690935,43.45846447707281
The Nameless City (The Nameless City #1),Four,4786,2022-05-28,Mobile,Europe,13179,2,31.152742471390543,62.305484942781085
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Three,4787,2023-01-11,Online,US,36732,1,54.6681755428939,54.6681755428939
Without Borders (Wanderlove #1),Two,4788,2021-05-10,Store,Asia,47895,2,50.84423833079948,101.68847666159895
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,4789,2020-10-21,Mobile,Asia,45685,2,16.123713930529775,32.24742786105955
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,4790,2023-08-17,Store,Europe,19483,1,11.573264656791622,11.573264656791622
The Black Maria,One,4791,2023-09-25,Online,US,42901,1,62.01681927143416,62.01681927143416
Sapiens: A Brief History of Humankind,Five,4792,2019-07-14,Online,Asia,32448,2,64.46104973778766,128.92209947557532
Masks and Shadows,Two,4793,2019-04-16,Online,Asia,28525,1,60.84499116436486,60.84499116436486
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Three,4794,2019-09-25,Store,US,24755,3,17.07150391153481,51.21451173460443
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Three,4795,2021-06-30,Online,Europe,31320,4,45.46333621071526,181.85334484286105
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,4796,2025-07-18,Mobile,Europe,23007,4,42.01594557951705,168.0637823180682
"Saga, Volume 6 (Saga (Collected Editions) #6)",Three,4797,2025-04-01,Online,Europe,31516,4,28.197788508298387,112.79115403319355
Obsidian (Lux #1),Two,4798,2021-10-17,Online,Asia,22221,1,13.117062735292745,13.117062735292745
Wall and Piece,Four,4799,2024-08-16,Store,Asia,39345,5,49.973187195526904,249.86593597763454
Birdsong: A Story in Pictures,Three,4800,2021-08-05,Online,US,32186,2,49.394618728159095,98.78923745631819
The Black Maria,One,4801,2021-04-17,Mobile,US,48711,3,51.84110500335893,155.5233150100768
In the Country We Love: My Family Divided,Four,4802,2020-07-26,Online,US,29740,1,20.315170315295035,20.315170315295035
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Two,4803,2020-01-13,Mobile,Europe,39853,1,54.02615969804184,54.02615969804184
Patience,Three,4804,2021-09-27,Store,Europe,42456,1,9.295730605724906,9.295730605724906
Rip it Up and Start Again,Five,4805,2024-02-27,Online,US,44661,3,32.96541285378255,98.89623856134766
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Three,4806,2021-06-11,Mobile,Asia,36588,5,20.150947294217744,100.75473647108872
Soul Reader,Two,4807,2019-05-07,Store,Asia,33930,3,33.643577775117514,100.93073332535255
Princess Between Worlds (Wide-Awake Princess #5),Five,4808,2025-05-27,Online,US,39587,2,15.822791082101832,31.645582164203663
Thirst,Five,4809,2022-07-12,Store,Asia,33807,4,19.513430149794758,78.05372059917903
You can't bury them all: Poems,Two,4810,2024-11-01,Online,US,19682,3,34.66986191769286,104.0095857530786
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Three,4811,2019-11-08,Mobile,Asia,42705,4,23.319628438330344,93.27851375332138
Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),One,4812,2023-03-25,Mobile,Europe,20178,4,14.203385932866894,56.813543731467576
"Saga, Volume 5 (Saga (Collected Editions) #5)",Two,4813,2025-06-30,Online,US,47916,5,41.811344446698754,209.05672223349376
Unicorn Tracks,Three,4814,2023-08-17,Online,Europe,37178,4,16.592102762999605,66.36841105199842
Tipping the Velvet,One,4815,2022-09-17,Store,Asia,37239,4,48.78479824994613,195.1391929997845
Black Dust,Five,4816,2022-02-24,Store,Asia,23450,2,40.627855040528736,81.25571008105747
"Saga, Volume 6 (Saga (Collected Editions) #6)",Three,4817,2022-01-01,Store,Asia,15605,1,21.593732620126737,21.593732620126737
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Three,4818,2022-10-22,Online,Europe,15749,3,27.15619913303469,81.46859739910407
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Three,4819,2019-03-13,Store,Europe,49937,4,20.009437935497026,80.0377517419881
Online Marketing for Busy Authors: A Step-By-Step Guide,One,4820,2019-02-15,Mobile,Asia,27565,5,48.1164221508555,240.5821107542775
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Four,4821,2020-05-20,Mobile,US,44120,1,37.95321156288822,37.95321156288822
You can't bury them all: Poems,Two,4822,2022-05-19,Store,Asia,35808,3,39.31716938345657,117.95150815036972
Reskilling America: Learning to Labor in the Twenty-First Century,Two,4823,2024-02-06,Online,Asia,42324,3,22.973445358476546,68.92033607542965
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Five,4824,2024-05-28,Online,Europe,28609,4,25.54276377933777,102.17105511735107
In the Country We Love: My Family Divided,Four,4825,2023-06-23,Online,US,39965,3,19.907604256436272,59.72281276930882
Princess Between Worlds (Wide-Awake Princess #5),Five,4826,2025-04-09,Mobile,Europe,15506,4,13.745774029587196,54.98309611834878
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Three,4827,2021-10-24,Online,US,21482,5,19.987729088348686,99.93864544174343
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Four,4828,2022-08-19,Online,US,18295,3,50.809771631831254,152.42931489549375
The Requiem Red,One,4829,2021-11-17,Mobile,US,24075,5,21.02865288909849,105.14326444549243
"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Two,4830,2020-06-21,Mobile,US,15204,1,48.75655671222799,48.75655671222799
Maude (1883-1993):She Grew Up with the country,Two,4831,2019-02-02,Online,US,10322,2,19.20397521239516,38.40795042479032
The Death of Humanity: and the Case for Life,Four,4832,2019-08-01,Store,Europe,42656,2,52.19775695150311,104.39551390300622
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,One,4833,2019-12-07,Mobile,US,33954,1,17.865267805184413,17.865267805184413
You can't bury them all: Poems,Two,4834,2023-02-12,Mobile,Asia,30877,2,29.32343683410915,58.6468736682183
It's Only the Himalayas,Two,4835,2020-07-15,Mobile,Europe,43345,4,40.63492529453205,162.5397011781282
Olio,One,4836,2021-08-16,Online,Europe,48626,1,27.312050412629706,27.312050412629706
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,4837,2019-12-23,Mobile,Asia,33621,4,21.75188715348359,87.00754861393436
This One Summer,Four,4838,2024-02-05,Online,US,23709,5,22.88046104341383,114.40230521706916
When We Collided,One,4839,2023-03-03,Mobile,US,25459,3,37.01092527931003,111.03277583793009
Patience,Three,4840,2019-04-03,Online,Europe,46448,3,10.385721227016935,31.157163681050804
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,One,4841,2019-04-15,Online,US,22012,5,21.396787045239606,106.98393522619803
Soul Reader,Two,4842,2021-09-03,Store,Europe,29766,4,38.08358440773397,152.3343376309359
Soumission,One,4843,2021-09-10,Online,US,48807,4,51.9003994028214,207.6015976112856
My Paris Kitchen: Recipes and Stories,Two,4844,2019-02-21,Store,Europe,14347,5,36.80874491416551,184.04372457082755
Slow States of Collapse: Poems,Three,4845,2024-12-30,Mobile,Asia,23130,2,59.89094394767225,119.7818878953445
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Five,4846,2021-10-24,Mobile,Europe,45660,4,44.176907896503636,176.70763158601454
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,One,4847,2025-08-29,Store,Europe,31226,4,18.536298121326823,74.14519248530729
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,4848,2019-04-19,Store,US,26440,1,40.74879219322172,40.74879219322172
Aladdin and His Wonderful Lamp,Three,4849,2025-10-03,Mobile,Europe,24898,5,50.499927415559306,252.49963707779654
The Death of Humanity: and the Case for Life,Four,4850,2020-03-27,Store,US,49470,5,68.29390497419186,341.4695248709593
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Four,4851,2022-11-09,Online,US,42751,5,26.44422639907292,132.2211319953646
Tipping the Velvet,One,4852,2024-02-02,Online,Asia,28595,5,54.319038055814616,271.5951902790731
#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,Five,4853,2019-07-09,Store,US,31332,4,22.280789991160585,89.12315996464234
"In a Dark, Dark Wood",One,4854,2019-10-15,Online,US,31280,5,19.61450631947455,98.07253159737274
Sapiens: A Brief History of Humankind,Five,4855,2022-11-24,Mobile,Asia,27382,2,44.091435312550836,88.18287062510167
"In a Dark, Dark Wood",One,4856,2023-10-14,Online,Asia,33097,3,18.5318379773456,55.595513932036795
Without Borders (Wanderlove #1),Two,4857,2025-02-13,Store,US,32868,4,40.218604517959875,160.8744180718395
Olio,One,4858,2023-11-06,Mobile,US,34321,4,25.138558759192208,100.55423503676883
Birdsong: A Story in Pictures,Three,4859,2019-07-24,Mobile,US,36947,5,55.098707312191905,275.4935365609595
Obsidian (Lux #1),Two,4860,2020-01-10,Mobile,Europe,43254,1,14.285388436784984,14.285388436784984
How Music Works,Two,4861,2021-08-15,Online,Europe,30198,2,31.67154759988619,63.34309519977238
The Death of Humanity: and the Case for Life,Four,4862,2025-04-27,Mobile,US,37470,1,62.9851696699544,62.9851696699544
A Light in the Attic,Three,4863,2022-08-28,Store,Asia,28772,3,44.89258880567106,134.67776641701317
The Nameless City (The Nameless City #1),Four,4864,2019-07-09,Store,Asia,41620,1,36.1308769817993,36.1308769817993
Reasons to Stay Alive,Two,4865,2025-09-03,Online,Asia,31588,2,21.827389086801947,43.654778173603894
The Torch Is Passed: A Harding Family Story,One,4866,2019-01-14,Store,US,31226,5,16.86549408580925,84.32747042904624
Unicorn Tracks,Three,4867,2021-01-04,Online,Asia,45851,2,17.6752120062469,35.3504240124938
Reskilling America: Learning to Labor in the Twenty-First Century,Two,4868,2022-03-09,Mobile,Asia,12514,4,19.152083481680613,76.60833392672245
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Three,4869,2022-05-31,Mobile,Asia,43007,5,43.74448892047988,218.7224446023994
"Saga, Volume 5 (Saga (Collected Editions) #5)",Two,4870,2020-07-02,Online,Europe,20810,5,50.8697783458703,254.34889172935152
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",Three,4871,2025-05-17,Mobile,Asia,32560,2,25.02399167326602,50.04798334653204
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,One,4872,2021-01-30,Mobile,Europe,40353,2,18.134550192513267,36.26910038502653
The Murder That Never Was (Forensic Instincts #5),Three,4873,2025-05-22,Online,Asia,25056,3,48.36251055793375,145.08753167380127
Reskilling America: Learning to Labor in the Twenty-First Century,Two,4874,2025-12-25,Store,Asia,17548,4,20.528661991870678,82.11464796748271
"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Three,4875,2020-10-14,Mobile,Europe,15513,3,42.04165070034031,126.12495210102094
Set Me Free,Five,4876,2020-08-01,Mobile,Asia,12489,2,15.832069015435588,31.664138030871175
It's Only the Himalayas,Two,4877,2024-04-17,Mobile,US,34754,5,42.141273142757214,210.70636571378606
The Bear and the Piano,One,4878,2025-05-23,Store,Europe,18430,5,34.79116492534893,173.95582462674466
Sapiens: A Brief History of Humankind,Five,4879,2024-03-30,Online,US,13478,3,62.01652513155622,186.04957539466866
The Natural History of Us (The Fine Art of Pretending #2),Three,4880,2022-08-30,Online,Europe,22655,2,38.00433688716303,76.00867377432606
Obsidian (Lux #1),Two,4881,2025-06-23,Mobile,US,35684,1,13.965601659377656,13.965601659377656
Unicorn Tracks,Three,4882,2021-08-10,Store,Asia,38167,5,21.256248094246917,106.28124047123458
Reasons to Stay Alive,Two,4883,2025-06-26,Online,US,16226,4,28.265550729836544,113.06220291934618
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,4884,2022-07-06,Store,US,33165,3,41.46356355509503,124.39069066528509
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,4885,2021-11-27,Store,US,34067,3,49.31085494422662,147.93256483267987
The Elephant Tree,Five,4886,2024-08-01,Online,US,17150,3,22.465369676814667,67.396109030444
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,4887,2022-03-27,Store,Asia,27704,1,23.76866095510803,23.76866095510803
"Pop Gun War, Volume 1: Gift",One,4888,2023-06-20,Mobile,Europe,48330,1,20.290610934113857,20.290610934113857
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Three,4889,2021-01-28,Mobile,US,30029,3,15.624073204709935,46.872219614129804
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Three,4890,2024-04-03,Online,US,40531,4,18.120668469880385,72.48267387952154
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,4891,2023-12-28,Store,Europe,32136,5,12.550436330370866,62.75218165185433
In the Country We Love: My Family Divided,Four,4892,2024-01-07,Online,Asia,45049,2,23.257335970701213,46.514671941402426
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,4893,2019-04-27,Online,Asia,24730,3,47.55386147167225,142.66158441501676
Sapiens: A Brief History of Humankind,Five,4894,2021-09-02,Online,US,39915,4,44.69063470265615,178.7625388106246
My Paris Kitchen: Recipes and Stories,Two,4895,2023-03-03,Online,Europe,16324,3,37.00906667103272,111.02720001309817
It's Only the Himalayas,Two,4896,2024-02-19,Online,US,47777,5,49.2749310219058,246.374655109529
How Music Works,Two,4897,2021-03-05,Store,US,26897,5,43.50394497597489,217.51972487987445
The Black Maria,One,4898,2020-03-04,Store,Asia,32837,4,42.03950751905408,168.1580300762163
The Torch Is Passed: A Harding Family Story,One,4899,2020-04-28,Store,Europe,22031,2,21.398363049495448,42.796726098990895
Sophie's World,Five,4900,2022-01-05,Mobile,Europe,14464,2,17.201515118607688,34.403030237215376
"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Three,4901,2024-05-10,Online,Europe,36207,4,54.69445814415438,218.77783257661753
Tipping the Velvet,One,4902,2019-08-05,Store,Asia,27343,4,50.716629339089096,202.86651735635638
This One Summer,Four,4903,2021-03-16,Online,US,47076,3,22.752355517261336,68.257066551784
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Four,4904,2019-12-21,Mobile,Asia,15076,1,49.879651671925295,49.879651671925295
Reasons to Stay Alive,Two,4905,2020-09-09,Mobile,US,41304,4,29.344158675492807,117.37663470197123
The Murder That Never Was (Forensic Instincts #5),Three,4906,2019-05-05,Mobile,US,25769,4,47.28152190064154,189.12608760256617
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Four,4907,2025-10-04,Online,Asia,36887,2,17.563412331688053,35.126824663376105
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",Four,4908,2023-09-23,Mobile,US,31651,4,21.681810138873427,86.72724055549371
Wall and Piece,Four,4909,2019-01-14,Online,Europe,16642,5,37.58876747618057,187.94383738090286
Princess Between Worlds (Wide-Awake Princess #5),Five,4910,2022-05-22,Online,Asia,35147,1,15.626654487060833,15.626654487060833
Sapiens: A Brief History of Humankind,Five,4911,2021-06-27,Online,Asia,16526,3,48.349016035086656,145.04704810525996
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,4912,2024-10-15,Store,Asia,17609,1,40.23327766435725,40.23327766435725
Unicorn Tracks,Three,4913,2021-04-06,Mobile,Asia,39290,1,18.41486016910575,18.41486016910575
The Requiem Red,One,4914,2023-02-12,Mobile,US,30389,5,18.66721036539329,93.33605182696645
Without Borders (Wanderlove #1),Two,4915,2021-02-10,Online,Europe,22456,5,50.28189363563305,251.40946817816524
The Dirty Little Secrets of Getting Your Dream Job,Four,4916,2019-04-02,Mobile,US,14236,4,38.2779509679091,153.1118038716364
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,4917,2025-11-14,Online,US,49066,1,46.550402045474605,46.550402045474605
Wall and Piece,Four,4918,2023-05-02,Online,US,32896,2,48.36353361149354,96.72706722298707
How Music Works,Two,4919,2021-04-24,Mobile,Europe,45261,2,42.80085865225704,85.60171730451408
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,4920,2022-01-10,Store,Europe,34332,1,15.003868586103234,15.003868586103234
Wall and Piece,Four,4921,2022-09-06,Online,Europe,49258,4,52.143275699663256,208.57310279865303
On a Midnight Clear,Three,4922,2023-10-26,Online,Asia,49442,2,14.110473974508698,28.220947949017397
It's Only the Himalayas,Two,4923,2023-07-03,Online,US,27543,4,37.5856503904782,150.3426015619128
Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Five,4924,2019-02-23,Online,Europe,17983,1,49.10799658763402,49.10799658763402
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Five,4925,2022-07-01,Mobile,US,27307,3,46.65937802991303,139.9781340897391
The Natural History of Us (The Fine Art of Pretending #2),Three,4926,2022-03-24,Store,US,13066,5,51.20983498629032,256.0491749314516
The Four Agreements: A Practical Guide to Personal Freedom,Five,4927,2022-06-03,Online,Asia,19586,3,14.84236611291871,44.527098338756126
Thirst,Five,4928,2020-06-18,Online,Europe,45035,1,14.009379450261426,14.009379450261426
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,4929,2020-08-10,Mobile,Asia,41545,3,29.288542117737848,87.86562635321354
The Four Agreements: A Practical Guide to Personal Freedom,Five,4930,2022-08-06,Online,Asia,17002,4,20.658675594660743,82.63470237864297
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Five,4931,2022-11-19,Store,Asia,14370,2,16.079117346407738,32.158234692815476
Sapiens: A Brief History of Humankind,Five,4932,2023-10-03,Store,US,14219,2,52.937041761233964,105.87408352246793
Join,Five,4933,2021-05-14,Mobile,Asia,20235,2,39.3281664017028,78.6563328034056
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",Three,4934,2021-03-21,Online,Asia,32705,4,53.53986769824786,214.15947079299144
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Three,4935,2020-07-18,Store,US,24982,2,57.02107007558803,114.04214015117606
Maude (1883-1993):She Grew Up with the country,Two,4936,2022-10-23,Online,Asia,19637,2,18.63141513598837,37.26283027197674
The Four Agreements: A Practical Guide to Personal Freedom,Five,4937,2021-08-06,Online,Europe,39909,2,18.278893206449034,36.55778641289807
The Secret of Dreadwillow Carse,One,4938,2022-12-30,Store,US,33944,4,55.284971780185444,221.13988712074178
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,4939,2019-05-08,Store,Asia,20400,4,64.94126650839746,259.76506603358985
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Four,4940,2020-07-07,Online,Europe,45597,2,43.66300727123612,87.32601454247224
Unicorn Tracks,Three,4941,2021-08-24,Mobile,US,44428,5,16.384724213491314,81.92362106745657
The Dirty Little Secrets of Getting Your Dream Job,Four,4942,2024-01-20,Mobile,Europe,47692,5,35.14311752344437,175.71558761722184
Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Two,4943,2025-09-26,Store,Europe,18436,5,19.13864395593805,95.69321977969025
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Two,4944,2024-05-18,Store,Asia,40339,5,47.63527989244641,238.17639946223207
"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Four,4945,2025-06-08,Mobile,Asia,36699,1,12.866448738455354,12.866448738455354
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Three,4946,2021-01-09,Store,Europe,37339,3,41.85873834298642,125.57621502895927
Obsidian (Lux #1),Two,4947,2025-10-18,Store,US,12980,2,13.332570125500594,26.665140251001187
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Five,4948,2019-10-25,Online,Asia,40726,4,48.34673348278866,193.38693393115463
When We Collided,One,4949,2023-01-31,Store,US,26741,5,33.68563616722707,168.42818083613534
Security,Two,4950,2025-02-06,Store,Europe,16651,2,36.780453261582174,73.56090652316435
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,4951,2022-04-17,Online,Europe,41093,3,15.663790884379074,46.99137265313722
Behind Closed Doors,Four,4952,2019-01-22,Store,Asia,22748,4,57.835413412192466,231.34165364876986
Masks and Shadows,Two,4953,2025-07-26,Online,Asia,49164,5,54.4293579334858,272.146789667429
The Requiem Red,One,4954,2024-02-16,Store,US,19286,2,18.665311493532286,37.33062298706457
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,4955,2023-11-12,Online,US,34539,1,46.363284735306046,46.363284735306046
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",One,4956,2025-06-04,Store,Asia,41817,2,23.233430171765853,46.46686034353171
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,4957,2019-01-28,Store,US,31176,4,18.51250808518336,74.05003234073344
Private Paris (Private #10),Five,4958,2021-06-09,Online,US,35193,3,38.967973639565614,116.90392091869684
Reasons to Stay Alive,Two,4959,2022-11-22,Mobile,Europe,35782,3,29.087928181318844,87.26378454395653
Patience,Three,4960,2025-08-08,Store,Asia,16348,1,8.735058095006833,8.735058095006833
Penny Maybe,Three,4961,2025-03-31,Store,US,43698,2,28.224091976531184,56.44818395306237
Without Borders (Wanderlove #1),Two,4962,2022-05-07,Online,Europe,42934,5,39.7033541600127,198.5167708000635
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,Three,4963,2024-03-30,Online,Europe,43651,3,24.88325930948256,74.64977792844769
The Electric Pencil: Drawings from Inside State Hospital No. 3,One,4964,2024-08-19,Store,US,43842,5,48.36363203170041,241.81816015850205
The Requiem Red,One,4965,2023-05-21,Mobile,US,25801,5,26.734818911324517,133.67409455662258
Black Dust,Five,4966,2024-04-21,Store,Europe,48918,1,39.244568016851375,39.244568016851375
Worlds Elsewhere: Journeys Around Shakespeareâs Globe,Five,4967,2019-12-16,Store,Asia,19349,3,46.72601759185798,140.17805277557395
You can't bury them all: Poems,Two,4968,2024-11-15,Online,Asia,20511,4,35.126120706431216,140.50448282572486
orange: The Complete Collection 1 (orange: The Complete Collection #1),One,4969,2020-11-05,Store,Asia,48506,4,54.54493551563782,218.17974206255127
Masks and Shadows,Two,4970,2021-01-19,Store,Asia,44227,3,66.70174774874828,200.1052432462448
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,4971,2023-07-03,Mobile,Europe,22324,3,11.585364586753935,34.756093760261805
"Saga, Volume 5 (Saga (Collected Editions) #5)",Two,4972,2019-10-28,Store,US,45156,3,47.104836557033146,141.31450967109944
In the Country We Love: My Family Divided,Four,4973,2024-08-09,Mobile,Europe,28181,2,19.640547002474193,39.281094004948386
Birdsong: A Story in Pictures,Three,4974,2024-11-07,Online,US,47513,3,57.450782957721415,172.35234887316426
My Paris Kitchen: Recipes and Stories,Two,4975,2025-01-27,Store,US,39379,3,29.622148230452854,88.86644469135857
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",One,4976,2022-11-19,Store,US,36661,1,59.819495683139145,59.819495683139145
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",Five,4977,2024-01-01,Store,Europe,43550,1,21.78676955077326,21.78676955077326
Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,Three,4978,2020-07-07,Online,US,25499,5,30.81370083927388,154.06850419636942
The Elephant Tree,Five,4979,2024-09-19,Online,Europe,39358,3,19.533481972518906,58.60044591755672
The Gutsy Girl: Escapades for Your Life of Epic Adventure,One,4980,2021-07-26,Mobile,Asia,14459,1,37.598315322874726,37.598315322874726
Masks and Shadows,Two,4981,2022-04-07,Mobile,US,49193,4,62.65569192411511,250.62276769646044
Tipping the Velvet,One,4982,2022-11-18,Store,US,44838,5,55.747746725727296,278.7387336286365
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Four,4983,2019-04-10,Store,US,10315,4,13.481351720244144,53.925406880976574
"Starving Hearts (Triangular Trade Trilogy, #1)",Two,4984,2020-04-24,Online,US,25547,1,12.666858653053406,12.666858653053406
This One Summer,Four,4985,2019-06-02,Online,Asia,48738,1,19.266628281449684,19.266628281449684
The Nameless City (The Nameless City #1),Four,4986,2022-04-25,Online,US,30226,2,40.618791806181925,81.23758361236385
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Five,4987,2024-05-10,Store,US,15324,5,15.648469847689642,78.24234923844821
Chase Me (Paris Nights #2),Five,4988,2022-06-20,Online,Europe,23930,5,22.479100802649526,112.39550401324763
"We Love You, Charlie Freeman",Five,4989,2019-03-13,Mobile,Europe,46666,1,49.28976126553604,49.28976126553604
"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",Four,4990,2025-10-21,Mobile,US,22285,4,36.474332347962616,145.89732939185046
The Secret of Dreadwillow Carse,One,4991,2021-10-17,Mobile,Asia,25960,3,62.03855255170278,186.11565765510835
Unicorn Tracks,Three,4992,2024-11-29,Store,Europe,36656,3,15.127152294419155,45.381456883257464
Black Dust,Five,4993,2021-07-31,Store,US,27555,1,28.921660079142622,28.921660079142622
You can't bury them all: Poems,Two,4994,2020-09-26,Online,Europe,35047,5,28.789471922332567,143.94735961166282
"In a Dark, Dark Wood",One,4995,2020-12-16,Mobile,US,17399,1,16.987601297780476,16.987601297780476
The Elephant Tree,Five,4996,2019-03-05,Mobile,Europe,49537,4,25.9855369109651,103.9421476438604
The Past Never Ends,Four,4997,2024-01-01,Online,Asia,45318,3,48.155343743059326,144.466031229178
"Saga, Volume 6 (Saga (Collected Editions) #6)",Three,4998,2024-08-16,Store,Europe,49084,1,29.917436043095112,29.917436043095112
"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Five,4999,2019-03-30,Store,Europe,16533,5,12.991569570675855,64.95784785337928
Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Four,5000,2025-01-17,Mobile,Europe,18125,4,35.53629381808859,142.14517527235435
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Two,5001,2023-06-07,Online,Asia,16151,1,52.9301208978067,52.9301208978067
Olio,One,5002,2020-11-23,Store,Asia,18630,2,19.657804241480164,39.31560848296033
